Kod stacji,Nazwa stacji,Rok,Miesiac,Dzien,Godzina,Temperatura powietrza [°C],Status pomiaru TEMP,Temperatura termometru zwil¿onego [°C],Status pomiaru TTZW,WskaŸnik lodu [L/W],WskaŸnik wentylacji [W/N],Wilgotnoœæ wzglêdna [%],Status pomiaru WLGW,Kod kierunku wiatru [kod],Status pomiaru DKDK,Prêdkoœæ wiatru [m/s],Status pomiaru FWR,Zachmurzenie ogólne [0-10 do dn.31.12.1988/oktanty od dn.01.01.1989],Status pomiaru ZOGK,Widzialnoœæ [kod],Status pomiaru WID
249180010,PSZCZYNA,2023,02,15,06,-.8,,.0,8,,N,0,8,  C,,0,,0,,5,
249180010,PSZCZYNA,2023,02,15,12,6.4,,.0,8,W,N,0,8, SW,,2,,0,,7,
249180010,PSZCZYNA,2023,02,15,18,1.7,,.0,8,,N,0,8,  W,,1,,0,,6,
249180010,PSZCZYNA,2023,02,16,06,.3,,.0,8,,N,0,8,WSW,,5,,1,,5,
249180010,PSZCZYNA,2023,02,16,12,6.9,,.0,8,W,N,0,8, SW,,3,,2,,7,
249180010,PSZCZYNA,2023,02,16,18,2.6,,.0,8,,N,0,8, SW,,2,,2,,6,
249180010,PSZCZYNA,2023,02,17,06,4.1,,.0,8,,N,0,8, SW,,2,,8,,6,
249180010,PSZCZYNA,2023,02,17,12,7.1,,.0,8,W,N,0,8, SW,,4,,8,,5,
249180010,PSZCZYNA,2023,02,17,18,7.6,,.0,8,W,N,0,8, SW,,6,,8,,5,
249180010,PSZCZYNA,2023,02,18,06,8.2,,.0,8,W,N,0,8,  W,,3,,8,,7,
249180010,PSZCZYNA,2023,02,18,12,9.3,,.0,8,W,N,0,8,WNW,,2,,8,,5,
249180010,PSZCZYNA,2023,02,18,18,8.2,,.0,8,W,N,0,8,WSW,,5,,8,,6,
249180010,PSZCZYNA,2023,02,19,06,6.6,,.0,8,W,N,0,8, SW,,1,,8,,5,
249180010,PSZCZYNA,2023,02,19,12,8.8,,.0,8,W,N,0,8, NW,,2,,8,,5,
249180010,PSZCZYNA,2023,02,19,18,1.4,,.0,8,,N,0,8,  W,,2,,2,,5,
249180010,PSZCZYNA,2023,02,20,06,1.0,,.0,8,,N,0,8, SW,,2,,5,,6,
249180010,PSZCZYNA,2023,02,20,12,6.5,,.0,8,W,N,0,8, SW,,6,,8,,6,
249180010,PSZCZYNA,2023,02,20,18,8.3,,.0,8,W,N,0,8,WSW,,6,,6,,7,
249180010,PSZCZYNA,2023,02,21,06,7.1,,.0,8,W,N,0,8,WSW,,5,,8,,5,
249180010,PSZCZYNA,2023,02,21,12,7.1,,.0,8,W,N,0,8,WNW,,5,,6,,6,
249180010,PSZCZYNA,2023,02,21,18,7.7,,.0,8,W,N,0,8,  W,,4,,6,,6,
249180010,PSZCZYNA,2023,02,22,06,1.0,,.0,8,,N,0,8, SW,,1,,1,,6,
249180010,PSZCZYNA,2023,02,22,12,7.3,,.0,8,W,N,0,8, NE,,1,,8,,7,
249180010,PSZCZYNA,2023,02,22,18,3.0,,.0,8,,N,0,8,  C,,0,,8,,6,
249180010,PSZCZYNA,2023,02,23,06,-1.8,,.0,8,,N,0,8,ENE,,1,,2,,6,
249180010,PSZCZYNA,2023,02,23,12,5.7,,.0,8,W,N,0,8,  E,,1,,8,,6,
249180010,PSZCZYNA,2023,02,23,18,6.3,,.0,8,W,N,0,8,  C,,0,,8,,6,
249180010,PSZCZYNA,2023,02,24,06,5.7,,.0,8,W,N,0,8,SSW,,2,,8,,6,
249180010,PSZCZYNA,2023,02,24,12,8.3,,.0,8,W,N,0,8,WSW,,4,,8,,6,
249180010,PSZCZYNA,2023,02,24,18,7.5,,.0,8,W,N,0,8,SSW,,2,,8,,6,
249180010,PSZCZYNA,2023,02,25,06,3.7,,.0,8,,N,0,8, SW,,3,,6,,6,
249180010,PSZCZYNA,2023,02,25,12,4.0,,.0,8,,N,0,8,WSW,,5,,8,,6,
249180010,PSZCZYNA,2023,02,25,18,-.4,,.0,8,,N,0,8,  W,,4,,8,,6,
249180010,PSZCZYNA,2023,02,26,06,-.1,,.0,8,,N,0,8,WNW,,1,,3,,6,
249180010,PSZCZYNA,2023,02,26,12,.8,,.0,8,,N,0,8,  N,,2,,5,,6,
249180010,PSZCZYNA,2023,02,26,18,-1.1,,.0,8,,N,0,8,NNE,,1,,8,,6,
249180010,PSZCZYNA,2023,02,27,06,-1.2,,.0,8,,N,0,8,NNE,,1,,8,,6,
249180010,PSZCZYNA,2023,02,27,12,.6,,.0,8,,N,0,8, NE,,3,,6,,7,
249180010,PSZCZYNA,2023,02,27,18,-.8,,.0,8,,N,0,8, NE,,1,,6,,7,
249180010,PSZCZYNA,2023,02,28,06,-4.1,,.0,8,,N,0,8,NNE,,1,,5,,6,
249180010,PSZCZYNA,2023,02,28,12,2.6,,.0,8,,N,0,8,  E,,2,,3,,7,
249180010,PSZCZYNA,2023,02,28,18,-2.2,,.0,8,,N,0,8,  C,,0,,2,,6,
249180160,BRENNA,2023,02,01,06,2.5,,.0,8,,N,0,8,WSW,,2,,7,,6,
249180160,BRENNA,2023,02,01,12,3.3,,.0,8,,N,0,8,WSW,,4,,8,,6,
249180160,BRENNA,2023,02,01,18,3.3,,.0,8,,N,0,8, SW,,2,,8,,6,
249180160,BRENNA,2023,02,02,06,2.1,,.0,8,,N,0,8,WSW,,2,,7,,6,
249180160,BRENNA,2023,02,02,12,2.8,,.0,8,,N,0,8,WNW,,4,,7,,5,
249180160,BRENNA,2023,02,02,18,1.7,,.0,8,,N,0,8,  W,,3,,7,,5,
249180160,BRENNA,2023,02,03,06,-1.7,,.0,8,,N,0,8,ESE,,4,,7,,6,
249180160,BRENNA,2023,02,03,12,-.7,,.0,8,,N,0,8, SE,,5,,8,,4,
249180160,BRENNA,2023,02,03,18,3.3,,.0,8,,N,0,8,  W,,4,,8,,5,
249180160,BRENNA,2023,02,04,06,-1.1,,.0,8,,N,0,8, NW,,5,,8,,4,
249180160,BRENNA,2023,02,04,12,-1.1,,.0,8,,N,0,8, NW,,5,,7,,6,
249180160,BRENNA,2023,02,04,18,-2.3,,.0,8,,N,0,8,WNW,,2,,8,,5,
249180160,BRENNA,2023,02,05,06,-4.7,,.0,8,,N,0,8,  C,,0,,7,,5,
249180160,BRENNA,2023,02,05,12,-4.3,,.0,8,,N,0,8,  C,,0,,7,,6,
249180160,BRENNA,2023,02,05,18,-10.0,,.0,8,,N,0,8, SE,,1,,5,,5,
249180160,BRENNA,2023,02,06,06,-10.4,,.0,8,L,N,0,8,  C,,0,,5,,5,
249180160,BRENNA,2023,02,06,12,-3.5,,.0,8,,N,0,8,NNE,,3,,7,,7,
249180160,BRENNA,2023,02,06,18,-11.2,,.0,8,L,N,0,8,  C,,0,,7,,5,
249180160,BRENNA,2023,02,07,06,-12.0,,.0,8,L,N,0,8, SE,,1,,7,,5,
249180160,BRENNA,2023,02,07,12,-4.8,,.0,8,,N,0,8,  C,,0,,8,,5,
249180160,BRENNA,2023,02,07,18,-4.3,,.0,8,,N,0,8,  C,,0,,8,,5,
249180160,BRENNA,2023,02,08,06,-4.2,,.0,8,,N,0,8,  C,,0,,7,,4,
249180160,BRENNA,2023,02,08,12,1.3,,.0,8,,N,0,8,SSE,,1,,3,,7,
249180160,BRENNA,2023,02,08,18,-4.7,,.0,8,,N,0,8, SE,,2,,6,,5,
249180160,BRENNA,2023,02,09,06,-7.4,,.0,8,,N,0,8, SE,,5,,0,,5,
249180160,BRENNA,2023,02,09,12,2.1,,.0,8,,N,0,8,ESE,,3,,1,,7,
249180160,BRENNA,2023,02,09,18,-1.5,,.0,8,,N,0,8, SE,,5,,3,,7,
249180160,BRENNA,2023,02,10,06,-3.7,,.0,8,,N,0,8, SE,,5,,1,,7,
249180160,BRENNA,2023,02,10,12,2.2,,.0,8,,N,0,8,WSW,,3,,2,,7,
249180160,BRENNA,2023,02,10,18,-2.9,,.0,8,,N,0,8, SE,,2,,3,,5,
249180160,BRENNA,2023,02,11,06,-1.3,,.0,8,,N,0,8, SE,,4,,5,,6,
249180160,BRENNA,2023,02,11,12,3.9,,.0,8,,N,0,8, SW,,2,,6,,7,
249180160,BRENNA,2023,02,11,18,2.1,,.0,8,,N,0,8,  S,,1,,8,,4,
249180160,BRENNA,2023,02,12,06,3.1,,.0,8,,N,0,8,NNW,,1,,8,,3,
249180160,BRENNA,2023,02,12,12,3.7,,.0,8,,N,0,8,  C,,0,,7,,5,
249180160,BRENNA,2023,02,12,18,.3,,.0,8,,N,0,8,ESE,,1,,5,,5,
249180160,BRENNA,2023,02,13,06,1.9,,.0,8,,N,0,8,  N,,1,,8,,3,
249180160,BRENNA,2023,02,13,12,4.7,,.0,8,,N,0,8,  W,,1,,8,,5,
249180160,BRENNA,2023,02,13,18,3.3,,.0,8,,N,0,8, NW,,2,,8,,4,
249180160,BRENNA,2023,02,14,06,1.2,,.0,8,,N,0,8,  C,,0,,8,,3,
249180160,BRENNA,2023,02,14,12,3.7,,.0,8,,N,0,8,  W,,1,,8,,5,
249180160,BRENNA,2023,02,14,18,1.9,,.0,8,,N,0,8, SE,,1,,8,,4,
249180160,BRENNA,2023,02,15,06,-3.1,,.0,8,,N,0,8, SE,,2,,0,,4,
249180160,BRENNA,2023,02,15,12,7.2,,.0,8,W,N,0,8,  W,,1,,4,,7,
249180160,BRENNA,2023,02,15,18,-.2,,.0,8,,N,0,8,  C,,0,,5,,5,
249180160,BRENNA,2023,02,16,06,1.9,,.0,8,,N,0,8,ESE,,6,,0,,6,
249180160,BRENNA,2023,02,16,12,7.1,,.0,8,W,N,0,8,ESE,,5,,4,,7,
249180160,BRENNA,2023,02,16,18,3.8,,.0,8,,N,0,8, SE,,3,,3,,6,
249180160,BRENNA,2023,02,17,06,4.8,,.0,8,,N,0,8, SE,,4,,6,,6,
249180160,BRENNA,2023,02,17,12,5.1,,.0,8,W,N,0,8, SE,,3,,8,,5,
249180160,BRENNA,2023,02,17,18,9.8,,.0,8,W,N,0,8,SSE,,3,,7,,5,
249180160,BRENNA,2023,02,18,06,8.1,,.0,8,W,N,0,8,NNW,,1,,6,,6,
249180160,BRENNA,2023,02,18,12,7.6,,.0,8,W,N,0,8, SW,,2,,8,,5,
249180160,BRENNA,2023,02,18,18,10.3,,.0,8,W,N,0,8,  W,,4,,8,,6,
249180160,BRENNA,2023,02,19,06,8.5,,.0,8,W,N,0,8, SW,,3,,8,,6,
249180160,BRENNA,2023,02,19,12,6.1,,.0,8,W,N,0,8,WNW,,5,,8,,5,
249180160,BRENNA,2023,02,19,18,1.6,,.0,8,,N,0,8,WNW,,3,,6,,5,
249180160,BRENNA,2023,02,20,06,.6,,.0,8,,N,0,8,SSE,,1,,5,,6,
249180160,BRENNA,2023,02,20,12,6.8,,.0,8,W,N,0,8,WSW,,5,,8,,6,
249180160,BRENNA,2023,02,20,18,10.7,,.0,8,W,N,0,8,WSW,,5,,7,,7,
249180160,BRENNA,2023,02,21,06,8.6,,.0,8,W,N,0,8,WSW,,5,,8,,6,
249180160,BRENNA,2023,02,21,12,9.8,,.0,8,W,N,0,8,  W,,4,,7,,6,
249180160,BRENNA,2023,02,21,18,8.2,,.0,8,W,N,0,8,WNW,,3,,8,,5,
249180160,BRENNA,2023,02,22,06,3.3,,.0,8,,N,0,8, SE,,1,,7,,5,
249180160,BRENNA,2023,02,22,12,7.1,,.0,8,W,N,0,8,  N,,1,,7,,7,
249180160,BRENNA,2023,02,22,18,3.7,,.0,8,,N,0,8,ESE,,2,,6,,5,
249180160,BRENNA,2023,02,23,06,.9,,.0,8,,N,0,8, SE,,2,,6,,5,
249180160,BRENNA,2023,02,23,12,11.1,,.0,8,W,N,0,8,SSE,,3,,5,,7,
249180160,BRENNA,2023,02,23,18,8.8,,.0,8,W,N,0,8, SE,,6,,6,,7,
249180160,BRENNA,2023,02,24,06,6.8,,.0,8,W,N,0,8,SSE,,3,,8,,5,
249180160,BRENNA,2023,02,24,12,9.2,,.0,8,W,N,0,8, SE,,3,,6,,6,
249180160,BRENNA,2023,02,24,18,7.2,,.0,8,W,N,0,8, SE,,4,,6,,5,
249180160,BRENNA,2023,02,25,06,3.9,,.0,8,,N,0,8, SW,,3,,6,,6,
249180160,BRENNA,2023,02,25,12,4.7,,.0,8,,N,0,8,WSW,,5,,8,,7,
249180160,BRENNA,2023,02,25,18,1.7,,.0,8,,N,0,8,WNW,,2,,7,,5,
249180160,BRENNA,2023,02,26,06,-1.0,,.0,8,,N,0,8, NW,,3,,7,,5,
249180160,BRENNA,2023,02,26,12,.0,,.0,8,,N,0,8,WNW,,2,,8,,6,
249180160,BRENNA,2023,02,26,18,-1.5,,.0,8,,N,0,8,  N,,1,,8,,5,
249180160,BRENNA,2023,02,27,06,-1.6,,.0,8,,N,0,8, SW,,1,,7,,6,
249180160,BRENNA,2023,02,27,12,-.9,,.0,8,,N,0,8,  N,,2,,8,,5,
249180160,BRENNA,2023,02,27,18,-.3,,.0,8,,N,0,8,NNW,,1,,7,,7,
249180160,BRENNA,2023,02,28,06,-4.3,,.0,8,,N,0,8, SE,,1,,6,,5,
249180160,BRENNA,2023,02,28,12,3.0,,.0,8,,N,0,8,NNE,,4,,1,,7,
249180160,BRENNA,2023,02,28,18,-1.7,,.0,8,,N,0,8,  C,,0,,5,,6,
249190560,JAB£ONKA,2023,02,01,06,-.1,,.0,8,,W,0,8,  W,,3,,8,,7,
249190560,JAB£ONKA,2023,02,01,12,.4,,.0,8,,W,0,8, SW,,1,,8,,7,
249190560,JAB£ONKA,2023,02,01,18,.1,,.0,8,,W,0,8,WSW,,1,,8,,5,
249190560,JAB£ONKA,2023,02,02,06,-.7,,.0,8,,W,0,8,  W,,1,,8,,7,
249190560,JAB£ONKA,2023,02,02,12,.8,,.0,8,,W,0,8, SW,,2,,8,,7,
249190560,JAB£ONKA,2023,02,02,18,.1,,.0,8,,W,0,8,  W,,2,,8,,5,
249190560,JAB£ONKA,2023,02,03,06,-5.0,,.0,8,,W,0,8,  C,,0,,8,,7,
249190560,JAB£ONKA,2023,02,03,12,-2.4,,.0,8,,W,0,8,WSW,,1,,8,,5,
249190560,JAB£ONKA,2023,02,03,18,-.9,,.0,8,,W,0,8,WSW,,1,,8,,7,
249190560,JAB£ONKA,2023,02,04,06,-1.6,,.0,8,,W,0,8,  N,,6,,8,,5,
249190560,JAB£ONKA,2023,02,04,12,-3.4,,.0,8,,W,0,8,  N,,4,,7,,7,
249190560,JAB£ONKA,2023,02,04,18,-4.8,,.0,8,,W,0,8,  N,,2,,8,,5,
249190560,JAB£ONKA,2023,02,05,06,-8.3,,.0,8,L,W,0,8, NE,,2,,6,,7,
249190560,JAB£ONKA,2023,02,05,12,-6.5,,.0,8,L,W,0,8, NE,,2,,6,,7,
249190560,JAB£ONKA,2023,02,05,18,-8.6,,.0,8,L,W,0,8, NE,,1,,8,,5,
249190560,JAB£ONKA,2023,02,06,06,-9.6,,.0,8,L,W,0,8,  E,,1,,8,,7,
249190560,JAB£ONKA,2023,02,06,12,-6.5,,.0,8,L,W,0,8, NE,,2,,8,,7,
249190560,JAB£ONKA,2023,02,06,18,-12.4,,.0,8,L,W,0,8, NE,,1,,1,,8,
249190560,JAB£ONKA,2023,02,07,06,-19.2,,.0,8,L,W,0,8,  C,,0,,8,,5,
249190560,JAB£ONKA,2023,02,07,12,-9.0,,.0,8,L,W,0,8,WSW,,1,,8,,7,
249190560,JAB£ONKA,2023,02,07,18,-5.8,,.0,8,L,W,0,8, NE,,2,,8,,7,
249190560,JAB£ONKA,2023,02,08,06,-6.2,,.0,8,L,W,0,8,  N,,1,,8,,7,
249190560,JAB£ONKA,2023,02,08,12,-3.6,,.0,8,,W,0,8, NE,,1,,5,,8,
249190560,JAB£ONKA,2023,02,08,18,-14.0,,.0,8,L,W,0,8,  C,,0,,0,,8,
249190560,JAB£ONKA,2023,02,09,06,-19.5,,.0,8,L,W,0,8,ENE,,1,,8,,5,
249190560,JAB£ONKA,2023,02,09,12,-6.0,,.0,8,L,W,0,8,SSE,,1,,1,,8,
249190560,JAB£ONKA,2023,02,09,18,-14.2,,.0,8,L,W,0,8,ENE,,1,,1,,8,
249190560,JAB£ONKA,2023,02,10,06,-14.6,,.0,8,L,W,0,8,  C,,0,,4,,8,
249190560,JAB£ONKA,2023,02,10,12,-.7,,.0,8,,W,0,8,SSW,,1,,4,,8,
249190560,JAB£ONKA,2023,02,10,18,-9.2,,.0,8,L,W,0,8,  C,,0,,1,,8,
249190560,JAB£ONKA,2023,02,11,06,-5.6,,.0,8,L,W,0,8,  W,,2,,8,,7,
249190560,JAB£ONKA,2023,02,11,12,1.5,,.0,8,,W,0,8, SW,,2,,5,,7,
249190560,JAB£ONKA,2023,02,11,18,-.9,,.0,8,,W,0,8,WSW,,2,,8,,5,
249190560,JAB£ONKA,2023,02,12,06,1.0,,.0,8,,W,0,8,  E,,1,,7,,7,
249190560,JAB£ONKA,2023,02,12,12,4.2,,.0,8,,W,0,8,WSW,,1,,2,,8,
249190560,JAB£ONKA,2023,02,12,18,-3.2,,.0,8,,W,0,8,  W,,1,,1,,8,
249190560,JAB£ONKA,2023,02,13,06,-5.8,,.0,8,L,W,0,8,  C,,0,,8,,5,
249190560,JAB£ONKA,2023,02,13,12,3.4,,.0,8,,W,0,8,  W,,1,,8,,7,
249190560,JAB£ONKA,2023,02,13,18,2.1,,.0,8,,W,0,8,  W,,1,,8,,7,
249190560,JAB£ONKA,2023,02,14,06,.8,,.0,8,,W,0,8,  N,,1,,8,,7,
249190560,JAB£ONKA,2023,02,14,12,2.8,,.0,8,,W,0,8,  N,,1,,6,,7,
249190560,JAB£ONKA,2023,02,14,18,.4,,.0,8,,W,0,8,  C,,0,,7,,7,
249190560,JAB£ONKA,2023,02,15,06,-1.7,,.0,8,,W,0,8,SSE,,1,,8,,5,
249190560,JAB£ONKA,2023,02,15,12,3.1,,.0,8,,W,0,8, NE,,1,,0,,8,
249190560,JAB£ONKA,2023,02,15,18,-2.3,,.0,8,,W,0,8,  C,,0,,0,,8,
249190560,JAB£ONKA,2023,02,16,06,-10.0,,.0,8,L,W,0,8,ENE,,1,,1,,8,
249190560,JAB£ONKA,2023,02,16,12,4.8,,.0,8,,W,0,8,WSW,,2,,2,,8,
249190560,JAB£ONKA,2023,02,16,18,1.6,,.0,8,,W,0,8,  W,,2,,1,,8,
249190560,JAB£ONKA,2023,02,17,06,1.4,,.0,8,,W,0,8, SW,,1,,8,,7,
249190560,JAB£ONKA,2023,02,17,12,2.8,,.0,8,,W,0,8,WSW,,1,,8,,5,
249190560,JAB£ONKA,2023,02,17,18,3.2,,.0,8,,W,0,8,WSW,,2,,8,,5,
249190560,JAB£ONKA,2023,02,18,06,5.0,,.0,8,,W,0,8,WSW,,1,,7,,7,
249190560,JAB£ONKA,2023,02,18,12,5.0,,.0,8,,W,0,8,WSW,,1,,8,,5,
249190560,JAB£ONKA,2023,02,18,18,4.8,,.0,8,,W,0,8,WSW,,2,,8,,5,
249190560,JAB£ONKA,2023,02,19,06,4.0,,.0,8,,W,0,8, SW,,1,,8,,7,
249190560,JAB£ONKA,2023,02,19,12,4.1,,.0,8,,W,0,8,WNW,,4,,8,,5,
249190560,JAB£ONKA,2023,02,19,18,1.2,,.0,8,,W,0,8,WNW,,2,,7,,7,
249190560,JAB£ONKA,2023,02,20,06,-1.6,,.0,8,,W,0,8,WSW,,1,,5,,8,
249190560,JAB£ONKA,2023,02,20,12,2.4,,.0,8,,W,0,8, SW,,2,,8,,8,
249190560,JAB£ONKA,2023,02,20,18,4.9,,.0,8,,W,0,8,WSW,,3,,8,,7,
249190560,JAB£ONKA,2023,02,21,06,4.8,,.0,8,,W,0,8,WSW,,1,,8,,5,
249190560,JAB£ONKA,2023,02,21,12,7.4,,.0,8,,W,0,8,  W,,3,,6,,7,
249190560,JAB£ONKA,2023,02,21,18,5.6,,.0,8,,W,0,8,  W,,2,,7,,7,
249190560,JAB£ONKA,2023,02,22,06,-.4,,.0,8,,W,0,8,ESE,,1,,6,,7,
249190560,JAB£ONKA,2023,02,22,12,6.2,,.0,8,,W,0,8, SW,,1,,4,,8,
249190560,JAB£ONKA,2023,02,22,18,2.8,,.0,8,,W,0,8, NE,,1,,2,,8,
249190560,JAB£ONKA,2023,02,23,06,-4.4,,.0,8,,W,0,8,  C,,0,,8,,3,
249190560,JAB£ONKA,2023,02,23,12,7.4,,.0,8,,W,0,8,  W,,1,,2,,8,
249190560,JAB£ONKA,2023,02,23,18,3.2,,.0,8,,W,0,8,WSW,,1,,4,,8,
249190560,JAB£ONKA,2023,02,24,06,3.8,,.0,8,,W,0,8,WSW,,1,,8,,7,
249190560,JAB£ONKA,2023,02,24,12,5.6,,.0,8,,W,0,8,WSW,,2,,8,,7,
249190560,JAB£ONKA,2023,02,24,18,5.2,,.0,8,,W,0,8,  W,,1,,8,,7,
249190560,JAB£ONKA,2023,02,25,06,1.6,,.0,8,,W,0,8,  W,,2,,8,,7,
249190560,JAB£ONKA,2023,02,25,12,2.5,,.0,8,,W,0,8,  W,,4,,7,,5,
249190560,JAB£ONKA,2023,02,25,18,-.6,,.0,8,,W,0,8,  W,,2,,8,,5,
249190560,JAB£ONKA,2023,02,26,06,-2.4,,.0,8,,W,0,8,NNE,,3,,8,,5,
249190560,JAB£ONKA,2023,02,26,12,-.8,,.0,8,,W,0,8, NW,,2,,7,,7,
249190560,JAB£ONKA,2023,02,26,18,-3.6,,.0,8,,W,0,8,NNE,,2,,7,,7,
249190560,JAB£ONKA,2023,02,27,06,-3.9,,.0,8,,W,0,8,NNE,,3,,8,,6,
249190560,JAB£ONKA,2023,02,27,12,-2.6,,.0,8,,W,0,8, NE,,2,,8,,7,
249190560,JAB£ONKA,2023,02,27,18,-2.9,,.0,8,,W,0,8, NE,,2,,8,,7,
249190560,JAB£ONKA,2023,02,28,06,-5.8,,.0,8,L,W,0,8, NE,,1,,7,,8,
249190560,JAB£ONKA,2023,02,28,12,.1,,.0,8,,W,0,8,NNW,,1,,0,,8,
249190560,JAB£ONKA,2023,02,28,18,-2.0,,.0,8,,W,0,8,ENE,,1,,0,,8,
249190670,POLANA CHOCHO£OWSKA,2023,02,01,06,-3.2,,.0,8,,W,0,8,SSW,,1,,8,,2,
249190670,POLANA CHOCHO£OWSKA,2023,02,01,12,-2.3,,.0,8,,W,0,8, SE,,1,,8,,2,
249190670,POLANA CHOCHO£OWSKA,2023,02,01,18,-2.6,,.0,8,,W,0,8,  S,,2,,8,,3,
249190670,POLANA CHOCHO£OWSKA,2023,02,02,06,-3.4,,.0,8,,W,0,8,NNW,,1,,8,,1,
249190670,POLANA CHOCHO£OWSKA,2023,02,02,12,-2.2,,.0,8,,W,0,8,  S,,1,,8,,2,
249190670,POLANA CHOCHO£OWSKA,2023,02,02,18,-3.2,,.0,8,,W,0,8, SW,,2,,8,,4,
249190670,POLANA CHOCHO£OWSKA,2023,02,03,06,-9.5,,.0,8,L,W,0,8,  C,,0,,5,,4,
249190670,POLANA CHOCHO£OWSKA,2023,02,03,12,-2.0,,.0,8,,W,0,8,  W,,2,,8,,3,
249190670,POLANA CHOCHO£OWSKA,2023,02,03,18,-1.4,,.0,8,,W,0,8, SE,,2,,8,,4,
249190670,POLANA CHOCHO£OWSKA,2023,02,04,06,-3.4,,.0,8,,W,0,8, SE,,1,,8,,1,
249190670,POLANA CHOCHO£OWSKA,2023,02,04,12,-8.6,,.0,8,L,W,0,8,ESE,,3,,8,,1,
249190670,POLANA CHOCHO£OWSKA,2023,02,04,18,-9.1,,.0,8,L,W,0,8,ESE,,3,,8,,1,
249190670,POLANA CHOCHO£OWSKA,2023,02,05,06,-11.1,,.0,8,L,W,0,8,  E,,3,,8,,3,
249190670,POLANA CHOCHO£OWSKA,2023,02,05,12,-11.1,,.0,8,L,W,0,8,  E,,2,,8,,4,
249190670,POLANA CHOCHO£OWSKA,2023,02,05,18,-12.3,,.0,8,L,W,0,8,  C,,0,,7,,4,
249190670,POLANA CHOCHO£OWSKA,2023,02,06,06,-16.5,,.0,8,L,W,0,8,,8,0,8,5,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,06,12,-9.1,,.0,8,L,W,0,8,  C,,0,,4,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,06,18,-14.9,,.0,8,L,W,0,8,  C,,0,,3,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,07,06,-14.9,,.0,8,L,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,07,12,-8.0,,.0,8,L,W,0,8,ENE,,1,,3,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,07,18,-9.7,,.0,8,L,W,0,8,  C,,0,,8,,3,
249190670,POLANA CHOCHO£OWSKA,2023,02,08,06,-12.8,,.0,8,L,W,0,8,  C,,0,,4,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,08,12,-5.6,,.0,8,L,W,0,8,  E,,1,,2,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,08,18,-12.1,,.0,8,L,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,09,06,-9.9,,.0,8,L,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,09,12,-.7,,.0,8,,W,0,8,  C,,0,,2,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,09,18,-10.4,,.0,8,L,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,10,06,-8.9,,.0,8,L,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,10,12,-1.7,,.0,8,,W,0,8,SSW,,1,,2,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,10,18,-7.2,,.0,8,L,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,11,06,-3.9,,.0,8,,W,0,8,  C,,0,,6,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,11,12,2.5,,.0,8,,W,0,8, SW,,1,,5,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,11,18,.3,,.0,8,,W,0,8,  C,,0,,8,,3,
249190670,POLANA CHOCHO£OWSKA,2023,02,12,06,-1.4,,.0,8,,W,0,8,ESE,,2,,8,,3,
249190670,POLANA CHOCHO£OWSKA,2023,02,12,12,1.0,,.0,8,,W,0,8, SE,,1,,4,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,12,18,-7.4,,.0,8,L,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,13,06,-7.0,,.0,8,L,W,0,8,  C,,0,,8,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,13,12,1.2,,.0,8,,W,0,8,  C,,0,,8,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,13,18,-.5,,.0,8,,W,0,8,  C,,0,,8,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,14,06,-1.8,,.0,8,,W,0,8,  C,,0,,8,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,14,12,.9,,.0,8,,W,0,8,  E,,1,,3,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,14,18,-4.1,,.0,8,,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,15,06,-2.9,,.0,8,,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,15,12,5.8,,.0,8,,W,0,8,  E,,1,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,15,18,-.5,,.0,8,,W,0,8,  C,,0,,0,,5,
249190670,POLANA CHOCHO£OWSKA,2023,02,16,06,.3,,.0,8,,W,0,8,  C,,0,,0,,5,
